"","year","country","land_use_tenure","lu_detail","lc_class","description","area_km2"
"315",2014,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.53089536
"316",2010,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"317",1998,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"318",1992,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"319",2005,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",4.0258944
"320",1997,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"321",1999,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",328.15512576
"322",1998,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"323",1993,"ZW","Forest (State)","Forestry","10","Crops rainfed",1.52089344
"324",2017,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",10.7357184
"325",2015,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"326",1995,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",201.83150592
"327",1997,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",201.83150592
"328",1997,"BW","Forest (State)","Forestry","10","Crops rainfed",57.97287936
"329",2002,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.62035968
"330",2008,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",10.02000384
"331",2000,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"332",1999,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.236608
"333",2001,"ZW","Mixed (Private)","Arable/pastoral/built/mining","10","Crops rainfed",49.11591168
"334",2003,"BW","Forest (State)","Forestry","10","Crops rainfed",60.8357376
"335",1998,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.81573376
"336",2017,"BW","Forest (State)","Forestry","10","Crops rainfed",53.85752064
"337",1997,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",3.22071552
"338",1998,"ZW","Wildlife (Communal)","Wildlife","10","Crops rainfed",278.05510656
"339",1999,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"340",2017,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.27894784
"341",2004,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"342",2001,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"343",2015,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.81573376
"344",2016,"ZW","Mixed (Private)","Wildlife","10","Crops rainfed",0.08946432
"345",2011,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",10.02000384
"346",2006,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"347",2014,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"348",2005,"ZW","Forest (State)","Forestry","10","Crops rainfed",3.04178688
"349",1997,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",9.8410752
"350",1998,"ZW","Mixed (Private)","Arable/pastoral/built/mining","10","Crops rainfed",49.56323328
"351",2005,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",10.10946816
"352",1992,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"353",2012,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"354",2001,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"355",2016,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",10.02000384
"356",2006,"BW","Forest (State)","Forestry","10","Crops rainfed",60.388416
"357",2014,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"358",2008,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",9.93053952
"359",2015,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"360",1998,"BW","Forest (State)","Forestry","10","Crops rainfed",57.97287936
"361",2018,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",220.61901312
"362",2015,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.50500096
"363",2000,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.2625024
"364",2007,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",47.4160896
"365",2010,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"366",2011,"BW","Forest (State)","Forestry","10","Crops rainfed",58.33073664
"367",2005,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",48.40019712
"368",2017,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.53089536
"369",1995,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",330.03387648
"370",2006,"ZW","Forest (State)","Forestry","10","Crops rainfed",3.04178688
"371",1993,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",3.22071552
"372",2007,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",218.56133376
"373",2006,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",48.40019712
"374",2008,"BW","Forest (State)","Forestry","10","Crops rainfed",58.68859392
"375",1993,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.62035968
"376",2008,"ZW","Wildlife (Communal)","Wildlife","10","Crops rainfed",272.23992576
"377",1994,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",48.48966144
"378",1992,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"379",2001,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",214.35651072
"380",2008,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",325.02387456
"381",1996,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"382",2007,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"383",2000,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.236608
"384",2009,"ZW","Wildlife (Communal)","Wildlife","10","Crops rainfed",271.9715328
"385",2012,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.53089536
"386",1997,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.2625024
"387",2010,"ZW","Wildlife (Communal)","Wildlife","10","Crops rainfed",271.9715328
"388",2018,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.53089536
"389",2001,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",4.0258944
"390",2010,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.236608
"391",2008,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"392",2008,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.236608
"393",1992,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",3.22071552
"394",2006,"ZW","Mixed (Private)","Arable/pastoral/built/mining","10","Crops rainfed",48.93698304
"395",2016,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"396",2008,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",4.0258944
"397",2016,"ZW","Wildlife (Private)","Wildlife","10","Crops rainfed",0.08946432
"398",2002,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"399",1999,"ZW","Mixed (Private)","Arable/pastoral/built/mining","10","Crops rainfed",49.74216192
"400",2012,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.50500096
"401",2002,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"402",2005,"ZW","Wildlife (Communal)","Wildlife","10","Crops rainfed",281.63367936
"403",2011,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",47.4160896
"404",2016,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",221.24526336
"405",1994,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",9.8410752
"406",1996,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.05767936
"407",2015,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",10.37786112
"408",2012,"ZW","Wildlife (Communal)","Wildlife","10","Crops rainfed",271.9715328
"409",2014,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",331.64423424
"410",2012,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.90519808
"411",1995,"BW","Commercial Agriculture (Private)","Commercial Agriculture","10","Crops rainfed",0.17892864
"412",1992,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.62035968
"413",1999,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",48.48966144
"414",1998,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.2625024
"415",2003,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.236608
"416",2004,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"417",2003,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.62035968
"418",2014,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",10.37786112
"419",2011,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",326.0974464
"420",1998,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.05767936
"421",2010,"BW","Forest (State)","Forestry","10","Crops rainfed",58.33073664
"422",2018,"ZW","Wildlife (Private)","Wildlife","10","Crops rainfed",0.08946432
"423",1995,"BW","Forest (State)","Forestry","10","Crops rainfed",57.97287936
"424",1996,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",9.8410752
"425",2013,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"426",2013,"BW","Forest (State)","Forestry","10","Crops rainfed",58.33073664
"427",1993,"ZW","Forest (State)","Forestry","10","Crops rainfed",0.26839296
"428",1993,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.81573376
"429",2010,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",324.93441024
"430",1999,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",208.4518656
"431",1999,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.62035968
"432",2008,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",216.77204736
"433",2001,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",6.35196672
"434",1994,"ZW","Forest (State)","Forestry","10","Crops rainfed",1.52089344
"435",2018,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",47.4160896
"436",2014,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.81573376
"437",2000,"ZW","Wildlife (State)","Wildlife","10","Crops rainfed",10.02000384
"438",2004,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.79928832
"439",1998,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",6.62035968
"440",2012,"BW","Forest (State)","Forestry","10","Crops rainfed",58.33073664
"441",2005,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.236608
"442",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",50.90519808
"443",1997,"ZW","Mixed (Private)","Arable/pastoral/built/mining","10","Crops rainfed",48.3107328
"444",1995,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",3.22071552
"445",2017,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",47.4160896
"446",1995,"ZW","Forest (State)","Forestry","10","Crops rainfed",2.86285824
"447",2008,"ZW","Mixed (Private)","Arable/pastoral/built/mining","10","Crops rainfed",48.04233984
"448",2018,"BW","Wildlife (State)","Wildlife","10","Crops rainfed",5.90464512
"449",2004,"ZW","Mixed (Communal)","Arable/pastoral/built","10","Crops rainfed",48.40019712
"450",1993,"BW","Forest (State)","Forestry","10","Crops rainfed",57.97287936
"451",2000,"BW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",3.75750144
"452",2010,"ZW","Mixed (Private)","Arable/pastoral/built","10","Crops rainfed",10.02000384
"453",2010,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2160.02654208
"454",1994,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",171.14524416
"455",1997,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",171.14524416
"456",2018,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",516.2091264
"457",2007,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"458",2005,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"459",1996,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",108.43075584
"460",1993,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.69982208
"461",1999,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",519.25091328
"462",2008,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",82.12824576
"463",2004,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"464",1998,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"465",2015,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"466",2005,"ZW","Mixed (Private)","Mining/pastoral/bush/built","120","Shrubland",21.0241152
"467",2001,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2192.94941184
"468",1996,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"469",1997,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2207.0847744
"470",2012,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"471",1996,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.69982208
"472",1994,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",14.58268416
"473",2012,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",79.80217344
"474",2017,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"475",2013,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"476",2006,"BW","Wildlife (State)","Wildlife","120","Shrubland",186.71203584
"477",1995,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"478",1993,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",519.25091328
"479",2001,"ZW","Forest (State)","Forestry","120","Shrubland",67.9928832
"480",1998,"ZW","Forest (State)","Forestry","120","Shrubland",69.15591936
"481",2018,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"482",2008,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"483",1995,"ZW","Mixed (Private)","Mining/pastoral/bush/built","120","Shrubland",21.29250816
"484",1993,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"485",1996,"ZW","Forest (State)","Forestry","120","Shrubland",213.99865344
"486",1995,"ZW","Forest (State)","Forestry","120","Shrubland",69.15591936
"487",1997,"BW","Forest (State)","Forestry","120","Shrubland",1185.13384704
"488",1996,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"489",2007,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",518.35627008
"490",1998,"ZW","Forest (State)","Forestry","120","Shrubland",215.87740416
"491",2005,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",516.83537664
"492",1992,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"493",2006,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"494",2000,"ZW","Mixed (Private)","Wildlife","120","Shrubland",0.26839296
"495",2009,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",78.46020864
"496",1995,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.26839296
"497",2009,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"498",2015,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",25.9446528
"499",1994,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",519.25091328
"500",2010,"BW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",78.46020864
"501",1994,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2539.08686592
"502",2017,"BW","Forest (State)","Forestry","120","Shrubland",0.17892864
"503",2012,"ZW","Mixed (Private)","Pastoral/bush/built","120","Shrubland",0.62625024
"504",2002,"ZW","Forest (State)","Forestry","120","Shrubland",42.9428736
"505",2002,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"506",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",518.35627008
"507",2007,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"508",2005,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",0.53678592
"509",1992,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"510",2001,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.61035776
"511",1993,"ZW","Forest (State)","Forestry","120","Shrubland",49.92109056
"512",1997,"ZW","Forest (State)","Forestry","120","Shrubland",1.07357184
"513",2016,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",12.9723264
"514",2001,"ZW","Wildlife (Private)","Wildlife","120","Shrubland",13.15125504
"515",2008,"ZW","Commercial Agriculture (Private)","Commercial Agriculture","120","Shrubland",0.26839296
"516",2016,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2544.72311808
"517",2018,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",24.96054528
"518",1994,"ZW","Wildlife (State)","Wildlife","120","Shrubland",2199.39084288
"519",2008,"BW","Wildlife (State)","Wildlife","120","Shrubland",186.62257152
"520",2007,"ZW","Mixed (Private)","Mining/pastoral/bush/built","120","Shrubland",21.0241152
"521",2014,"BW","Wildlife (State)","Wildlife","120","Shrubland",1.25250048
"522",1999,"ZW","Mixed (Private)","Mining/pastoral/bush/built","120","Shrubland",21.20304384
"523",1994,"ZW","Mixed (Private)","Arable/pastoral/built/mining","120","Shrubland",1318.16729088
"524",2006,"ZW","Mixed (Communal)","Arable/pastoral/built","120","Shrubland",167.7456
"525",1999,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
"526",2009,"ZW","Wildlife (Communal)","Wildlife","120","Shrubland",1787.67604224
"527",1996,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",1.69982208
"528",2014,"ZW","Mixed (Private)","Arable/pastoral/built","120","Shrubland",3.66803712
