"","year","country","land_use","class","description","area"
"3133",2018,"BW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",19.05590016
"3154",2018,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",16.90875648
"3160",2018,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",319.56655104
"3191",2018,"BW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",620.70345216
"3222",2018,"BW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2869.92592128
"3264",2018,"BW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",452.42106624
"3276",2018,"BW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",212.20936704
"3299",2018,"BW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",1.16303616
"3372",2018,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",801.33191424
"3446",2018,"BW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",54.03644928
"1",1992,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"22",1992,"ZW","State Forest","10","Crop rainfed",2.6839296
"32",1992,"ZW","Wildlife Management Area","10","Crop rainfed",111.8304
"45",1992,"ZW","National Park","10","Crop rainfed",323.4135168
"58",1992,"ZW","Safari Area","10","Crop rainfed",6.2625024
"70",1992,"ZW","Other Land","10","Crop rainfed",211.31472384
"250",1992,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.87875072
"265",1992,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"317",1992,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",59.31484416
"429",1992,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",56.98877184
"442",1992,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"454",1992,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",29.16536832
"517",1992,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.8410752
"531",1992,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",92.05878528
"567",1992,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",114.42486528
"608",1992,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",2.50500096
"644",1992,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.69982208
"702",1992,"ZW","Other Land","11","Crop rainfed - herbaceous cover",154.59434496
"740",1992,"ZW","National Park","11","Crop rainfed - herbaceous cover",6.62035968
"779",1992,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",11.71982592
"831",1992,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",33.1017984
"867",1992,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.35785728
"886",1992,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",12.9723264
"901",1992,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.62625024
"954",1992,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",40.7062656
"1016",1992,"ZW","State Forest","120","Shrubland",128.91808512
"1077",1992,"ZW","Forest Reserve","120","Shrubland",7.42553856
"1087",1992,"ZW","National Park","120","Shrubland",2188.02887424
"1103",1992,"ZW","Wildlife Management Area","120","Shrubland",1769.51478528
"1112",1992,"ZW","Forest Reserve","120","Shrubland",211.31472384
"1129",1992,"ZW","Safari Area","120","Shrubland",2527.36704
"1151",1992,"ZW","Other Land","120","Shrubland",19.2348288
"1205",1992,"ZW","Hunting Reserve","120","Shrubland",14.58268416
"1346",1992,"ZW","Other Land","120","Shrubland",2487.19756032
"1395",1992,"ZW","National Park","122","Shrubland deciduous",13.24071936
"1415",1992,"ZW","State Forest","122","Shrubland deciduous",3.48910848
"1421",1992,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1500",1992,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1537",1992,"ZW","Wildlife Management Area","122","Shrubland deciduous",26.3919744
"1557",1992,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1576",1992,"ZW","Other Land","122","Shrubland deciduous",31.7598336
"1629",1992,"ZW","State Forest","130","Grassland",1.52089344
"1648",1992,"ZW","National Park","130","Grassland",105.92575488
"1712",1992,"ZW","Wildlife Management Area","130","Grassland",4.38375168
"1769",1992,"ZW","Forest Reserve","130","Grassland",0.80517888
"1783",1992,"ZW","Safari Area","130","Grassland",10.2883968
"1812",1992,"ZW","Hunting Reserve","130","Grassland",5.63625216
"1858",1992,"ZW","Other Land","130","Grassland",4.38375168
"1940",1992,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.52089344
"1992",1992,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"2004",1992,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"2032",1992,"ZW","Other Land","190","Urban areas",15.38786304
"2142",1992,"ZW","Other Land","200","Bare areas",9.3937536
"2209",1992,"ZW","National Park","210","Water bodies",3.5785728
"2210",1992,"ZW","Other Land","210","Water bodies",1.25250048
"2222",1992,"ZW","Safari Area","210","Water bodies",0.17892864
"2252",1992,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2276",1992,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2303",1992,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.11535872
"2305",1992,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2317",1992,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",535.08609792
"2322",1992,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",26.12358144
"2354",1992,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.16303616
"2382",1992,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.44143104
"2477",1992,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",16.19304192
"2556",1992,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",42.9428736
"2594",1992,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",29.79161856
"2653",1992,"ZW","Hunting Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.48910848
"2686",1992,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",132.58612224
"2700",1992,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",5.90464512
"2780",1992,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",21.56090112
"2820",1992,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",53.14180608
"2824",1992,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",181.07578368
"2841",1992,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",39.45376512
"2858",1992,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",67.72449024
"2912",1992,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",456.7153536
"2913",1992,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",165.77738496
"2916",1992,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.53678592
"3006",1992,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",6.97821696
"3135",1992,"ZW","Wildlife Management Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",113.6196864
"3175",1992,"ZW","State Forest","62","Tree cover  broadleaved  deciduous  open (15-40%)",420.66123264
"3205",1992,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",292.72725504
"3243",1992,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",16.72982784
"3255",1992,"ZW","Hunting Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",17.08768512
"3295",1992,"ZW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",320.81905152
"3306",1992,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",587.24379648
"3320",1992,"ZW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",2750.93837568
"3427",1992,"ZW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",0.08946432
"12",1993,"ZW","National Park","10","Crop rainfed",323.4135168
"25",1993,"ZW","Safari Area","10","Crop rainfed",6.2625024
"37",1993,"ZW","Other Land","10","Crop rainfed",211.31472384
"89",1993,"ZW","Forest Reserve","10","Crop rainfed",0.26839296
"110",1993,"ZW","State Forest","10","Crop rainfed",2.6839296
"120",1993,"ZW","Wildlife Management Area","10","Crop rainfed",111.8304
"264",1993,"ZW","Wildlife Management Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",56.98877184
"279",1993,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",9.8410752
"418",1993,"ZW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",29.16536832
"443",1993,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",2.05767936
"490",1993,"ZW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"504",1993,"ZW","State Forest","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",1.87875072
"511",1993,"ZW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",91.96932096
"524",1993,"ZW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",59.31484416
"564",1993,"ZW","State Forest","11","Crop rainfed - herbaceous cover",1.69982208
"588",1993,"ZW","National Park","11","Crop rainfed - herbaceous cover",6.62035968
"601",1993,"ZW","Safari Area","11","Crop rainfed - herbaceous cover",2.50500096
"712",1993,"ZW","Wildlife Management Area","11","Crop rainfed - herbaceous cover",114.42486528
"726",1993,"ZW","Other Land","11","Crop rainfed - herbaceous cover",154.59434496
"843",1993,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.62625024
"856",1993,"ZW","Safari Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",12.9723264
"865",1993,"ZW","Wildlife Management Area","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",11.71982592
"941",1993,"ZW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",0.35785728
"964",1993,"ZW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",33.1017984
"989",1993,"ZW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",40.61680128
"1037",1993,"ZW","Forest Reserve","120","Shrubland",211.31472384
"1062",1993,"ZW","Hunting Reserve","120","Shrubland",14.58268416
"1124",1993,"ZW","Forest Reserve","120","Shrubland",7.42553856
"1193",1993,"ZW","Wildlife Management Area","120","Shrubland",1769.51478528
"1201",1993,"ZW","Other Land","120","Shrubland",19.2348288
"1358",1993,"ZW","National Park","120","Shrubland",2188.02887424
"1361",1993,"ZW","State Forest","120","Shrubland",128.91808512
"1362",1993,"ZW","Safari Area","120","Shrubland",2527.36704
"1372",1993,"ZW","Other Land","120","Shrubland",2487.108096
"1382",1993,"ZW","Other Land","122","Shrubland deciduous",0.08946432
"1388",1993,"ZW","Forest Reserve","122","Shrubland deciduous",0.53678592
"1473",1993,"ZW","Wildlife Management Area","122","Shrubland deciduous",26.3919744
"1597",1993,"ZW","National Park","122","Shrubland deciduous",13.24071936
"1601",1993,"ZW","State Forest","122","Shrubland deciduous",3.48910848
"1603",1993,"ZW","Safari Area","122","Shrubland deciduous",4.11535872
"1610",1993,"ZW","Other Land","122","Shrubland deciduous",31.7598336
"1700",1993,"ZW","Hunting Reserve","130","Grassland",5.63625216
"1731",1993,"ZW","National Park","130","Grassland",105.92575488
"1773",1993,"ZW","Forest Reserve","130","Grassland",0.80517888
"1828",1993,"ZW","Safari Area","130","Grassland",10.2883968
"1841",1993,"ZW","Wildlife Management Area","130","Grassland",4.38375168
"1872",1993,"ZW","State Forest","130","Grassland",1.52089344
"1881",1993,"ZW","Other Land","130","Grassland",4.38375168
"1971",1993,"ZW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.52089344
"1974",1993,"ZW","National Park","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",0.17892864
"1985",1993,"ZW","Wildlife Management Area","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",1.69982208
"2074",1993,"ZW","Other Land","190","Urban areas",15.74572032
"2149",1993,"ZW","Other Land","200","Bare areas",9.30428928
"2206",1993,"ZW","National Park","210","Water bodies",3.5785728
"2224",1993,"ZW","Wildlife Management Area","210","Water bodies",10.19893248
"2230",1993,"ZW","Safari Area","210","Water bodies",0.17892864
"2245",1993,"ZW","Other Land","210","Water bodies",1.25250048
"2272",1993,"ZW","Safari Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",3.31017984
"2279",1993,"ZW","Hunting Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.16303616
"2306",1993,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.44143104
"2310",1993,"ZW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",535.08609792
"2381",1993,"ZW","Wildlife Management Area","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",4.11535872
"2463",1993,"ZW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",16.19304192
"2476",1993,"ZW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.3419648
"2552",1993,"ZW","State Forest","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",26.12358144
"2611",1993,"ZW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",132.58612224
"2621",1993,"ZW","Hunting Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.48910848
"2674",1993,"ZW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",42.9428736
"2735",1993,"ZW","Safari Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",5.90464512
"2742",1993,"ZW","Wildlife Management Area","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",21.56090112
"2774",1993,"ZW","State Forest","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",29.79161856
"2812",1993,"ZW","Hunting Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",6.97821696
"2813",1993,"ZW","Wildlife Management Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",67.72449024
"2875",1993,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",39.45376512
"2980",1993,"ZW","State Forest","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",181.07578368
"3033",1993,"ZW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",456.7153536
"3048",1993,"ZW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",0.53678592
"3083",1993,"ZW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",165.77738496
"3098",1993,"ZW","Safari Area","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",53.14180608
"3128",1993,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",292.72725504
"3208",1993,"ZW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",16.72982784
